LAMMPS data file for BaTiO3 core-shell model

5120 atoms
2560 bonds
6 atom types
3 bond types

0.0 32.0000 xlo xhi
0.0 32.0000 ylo yhi
0.0 32.0000 zlo zhi

Masses

1 137.33000  # Ba_core
2 0.00001  # Ba_shell
3 47.86700  # Ti_core
4 0.00001  # Ti_shell
5 15.99900  # O_core
6 0.00001  # O_shell

Atoms # full

473 237 3 4.0000 2.000000 22.000000 30.000000
474 237 4 -4.0000 2.010000 22.010000 30.010000
475 238 5 -2.6667 2.000000 22.000000 28.000000
476 238 6 2.6667 2.010000 22.010000 28.010000
477 239 5 -2.6667 0.000000 22.000000 30.000000
478 239 6 2.6667 0.010000 22.010000 30.010000
479 240 5 -2.6667 2.000000 20.000000 30.000000
480 240 6 2.6667 2.010000 20.010000 30.010000
481 241 1 2.0000 0.000000 24.000000 0.000000
482 241 2 -2.0000 0.010000 24.010000 0.010000
483 242 3 4.0000 2.000000 26.000000 2.000000
484 242 4 -4.0000 2.010000 26.010000 2.010000
485 243 5 -2.6667 2.000000 26.000000 0.000000
486 243 6 2.6667 2.010000 26.010000 0.010000
487 244 5 -2.6667 0.000000 26.000000 2.000000
488 244 6 2.6667 0.010000 26.010000 2.010000
489 245 5 -2.6667 2.000000 24.000000 2.000000
490 245 6 2.6667 2.010000 24.010000 2.010000
491 246 1 2.0000 0.000000 24.000000 4.000000
492 246 2 -2.0000 0.010000 24.010000 4.010000
493 247 3 4.0000 2.000000 26.000000 6.000000
494 247 4 -4.0000 2.010000 26.010000 6.010000
495 248 5 -2.6667 2.000000 26.000000 4.000000
496 248 6 2.6667 2.010000 26.010000 4.010000
497 249 5 -2.6667 0.000000 26.000000 6.000000
498 249 6 2.6667 0.010000 26.010000 6.010000
499 250 5 -2.6667 2.000000 24.000000 6.000000
500 250 6 2.6667 2.010000 24.010000 6.010000
501 251 1 2.0000 0.000000 24.000000 8.000000
502 251 2 -2.0000 0.010000 24.010000 8.010000
503 252 3 4.0000 2.000000 26.000000 10.000000
504 252 4 -4.0000 2.010000 26.010000 10.010000
505 253 5 -2.6667 2.000000 26.000000 8.000000
506 253 6 2.6667 2.010000 26.010000 8.010000
507 254 5 -2.6667 0.000000 26.000000 10.000000
508 254 6 2.6667 0.010000 26.010000 10.010000
509 255 5 -2.6667 2.000000 24.000000 10.000000
510 255 6 2.6667 2.010000 24.010000 10.010000
511 256 1 2.0000 0.000000 24.000000 12.000000
512 256 2 -2.0000 0.010000 24.010000 12.010000
513 257 3 4.0000 2.000000 26.000000 14.000000
514 257 4 -4.0000 2.010000 26.010000 14.010000
515 258 5 -2.6667 2.000000 26.000000 12.000000
516 258 6 2.6667 2.010000 26.010000 12.010000
517 259 5 -2.6667 0.000000 26.000000 14.000000
518 259 6 2.6667 0.010000 26.010000 14.010000
519 260 5 -2.6667 2.000000 24.000000 14.000000
520 260 6 2.6667 2.010000 24.010000 14.010000
521 261 1 2.0000 0.000000 24.000000 16.000000
522 261 2 -2.0000 0.010000 24.010000 16.010000
523 262 3 4.0000 2.000000 26.000000 18.000000
524 262 4 -4.0000 2.010000 26.010000 18.010000
525 263 5 -2.6667 2.000000 26.000000 16.000000
526 263 6 2.6667 2.010000 26.010000 16.010000
527 264 5 -2.6667 0.000000 26.000000 18.000000
528 264 6 2.6667 0.010000 26.010000 18.010000
529 265 5 -2.6667 2.000000 24.000000 18.000000
530 265 6 2.6667 2.010000 24.010000 18.010000
531 266 1 2.0000 0.000000 24.000000 20.000000
532 266 2 -2.0000 0.010000 24.010000 20.010000
533 267 3 4.0000 2.000000 26.000000 22.000000
534 267 4 -4.0000 2.010000 26.010000 22.010000
535 268 5 -2.6667 2.000000 26.000000 20.000000
536 268 6 2.6667 2.010000 26.010000 20.010000
537 269 5 -2.6667 0.000000 26.000000 22.000000
538 269 6 2.6667 0.010000 26.010000 22.010000
539 270 5 -2.6667 2.000000 24.000000 22.000000
540 270 6 2.6667 2.010000 24.010000 22.010000
541 271 1 2.0000 0.000000 24.000000 24.000000
542 271 2 -2.0000 0.010000 24.010000 24.010000
543 272 3 4.0000 2.000000 26.000000 26.000000
544 272 4 -4.0000 2.010000 26.010000 26.010000
545 273 5 -2.6667 2.000000 26.000000 24.000000
546 273 6 2.6667 2.010000 26.010000 24.010000
547 274 5 -2.6667 0.000000 26.000000 26.000000
548 274 6 2.6667 0.010000 26.010000 26.010000
549 275 5 -2.6667 2.000000 24.000000 26.000000
550 275 6 2.6667 2.010000 24.010000 26.010000
551 276 1 2.0000 0.000000 24.000000 28.000000
552 276 2 -2.0000 0.010000 24.010000 28.010000
553 277 3 4.0000 2.000000 26.000000 30.000000
554 277 4 -4.0000 2.010000 26.010000 30.010000
555 278 5 -2.6667 2.000000 26.000000 28.000000
556 278 6 2.6667 2.010000 26.010000 28.010000
557 279 5 -2.6667 0.000000 26.000000 30.000000
558 279 6 2.6667 0.010000 26.010000 30.010000
559 280 5 -2.6667 2.000000 24.000000 30.000000
560 280 6 2.6667 2.010000 24.010000 30.010000
561 281 1 2.0000 0.000000 28.000000 0.000000
562 281 2 -2.0000 0.010000 28.010000 0.010000
563 282 3 4.0000 2.000000 30.000000 2.000000
564 282 4 -4.0000 2.010000 30.010000 2.010000
565 283 5 -2.6667 2.000000 30.000000 0.000000
566 283 6 2.6667 2.010000 30.010000 0.010000
567 284 5 -2.6667 0.000000 30.000000 2.000000
568 284 6 2.6667 0.010000 30.010000 2.010000
569 285 5 -2.6667 2.000000 28.000000 2.000000
570 285 6 2.6667 2.010000 28.010000 2.010000
571 286 1 2.0000 0.000000 28.000000 4.000000
572 286 2 -2.0000 0.010000 28.010000 4.010000
573 287 3 4.0000 2.000000 30.000000 6.000000
574 287 4 -4.0000 2.010000 30.010000 6.010000
575 288 5 -2.6667 2.000000 30.000000 4.000000
576 288 6 2.6667 2.010000 30.010000 4.010000
577 289 5 -2.6667 0.000000 30.000000 6.000000
578 289 6 2.6667 0.010000 30.010000 6.010000
579 290 5 -2.6667 2.000000 28.000000 6.000000
580 290 6 2.6667 2.010000 28.010000 6.010000
581 291 1 2.0000 0.000000 28.000000 8.000000
582 291 2 -2.0000 0.010000 28.010000 8.010000
583 292 3 4.0000 2.000000 30.000000 10.000000
584 292 4 -4.0000 2.010000 30.010000 10.010000
585 293 5 -2.6667 2.000000 30.000000 8.000000
586 293 6 2.6667 2.010000 30.010000 8.010000
587 294 5 -2.6667 0.000000 30.000000 10.000000
588 294 6 2.6667 0.010000 30.010000 10.010000
589 295 5 -2.6667 2.000000 28.000000 10.000000
590 295 6 2.6667 2.010000 28.010000 10.010000
591 296 1 2.0000 0.000000 28.000000 12.000000
592 296 2 -2.0000 0.010000 28.010000 12.010000
593 297 3 4.0000 2.000000 30.000000 14.000000
594 297 4 -4.0000 2.010000 30.010000 14.010000
595 298 5 -2.6667 2.000000 30.000000 12.000000
596 298 6 2.6667 2.010000 30.010000 12.010000
597 299 5 -2.6667 0.000000 30.000000 14.000000
598 299 6 2.6667 0.010000 30.010000 14.010000
599 300 5 -2.6667 2.000000 28.000000 14.000000
600 300 6 2.6667 2.010000 28.010000 14.010000
601 301 1 2.0000 0.000000 28.000000 16.000000
602 301 2 -2.0000 0.010000 28.010000 16.010000
603 302 3 4.0000 2.000000 30.000000 18.000000
604 302 4 -4.0000 2.010000 30.010000 18.010000
605 303 5 -2.6667 2.000000 30.000000 16.000000
606 303 6 2.6667 2.010000 30.010000 16.010000
607 304 5 -2.6667 0.000000 30.000000 18.000000
608 304 6 2.6667 0.010000 30.010000 18.010000
609 305 5 -2.6667 2.000000 28.000000 18.000000
610 305 6 2.6667 2.010000 28.010000 18.010000
611 306 1 2.0000 0.000000 28.000000 20.000000
612 306 2 -2.0000 0.010000 28.010000 20.010000
613 307 3 4.0000 2.000000 30.000000 22.000000
614 307 4 -4.0000 2.010000 30.010000 22.010000
615 308 5 -2.6667 2.000000 30.000000 20.000000
616 308 6 2.6667 2.010000 30.010000 20.010000
617 309 5 -2.6667 0.000000 30.000000 22.000000
618 309 6 2.6667 0.010000 30.010000 22.010000
619 310 5 -2.6667 2.000000 28.000000 22.000000
620 310 6 2.6667 2.010000 28.010000 22.010000
621 311 1 2.0000 0.000000 28.000000 24.000000
622 311 2 -2.0000 0.010000 28.010000 24.010000
623 312 3 4.0000 2.000000 30.000000 26.000000
624 312 4 -4.0000 2.010000 30.010000 26.010000
625 313 5 -2.6667 2.000000 30.000000 24.000000
626 313 6 2.6667 2.010000 30.010000 24.010000
627 314 5 -2.6667 0.000000 30.000000 26.000000
628 314 6 2.6667 0.010000 30.010000 26.010000
629 315 5 -2.6667 2.000000 28.000000 26.000000
630 315 6 2.6667 2.010000 28.010000 26.010000
631 316 1 2.0000 0.000000 28.000000 28.000000
632 316 2 -2.0000 0.010000 28.010000 28.010000
633 317 3 4.0000 2.000000 30.000000 30.000000
634 317 4 -4.0000 2.010000 30.010000 30.010000
635 318 5 -2.6667 2.000000 30.000000 28.000000
636 318 6 2.6667 2.010000 30.010000 28.010000
637 319 5 -2.6667 0.000000 30.000000 30.000000
638 319 6 2.6667 0.010000 30.010000 30.010000
639 320 5 -2.6667 2.000000 28.000000 30.000000
640 320 6 2.6667 2.010000 28.010000 30.010000
641 321 1 2.0000 4.000000 0.000000 0.000000
642 321 2 -2.0000 4.010000 0.010000 0.010000
643 322 3 4.0000 6.000000 2.000000 2.000000
644 322 4 -4.0000 6.010000 2.010000 2.010000
645 323 5 -2.6667 6.000000 2.000000 0.000000
646 323 6 2.6667 6.010000 2.010000 0.010000
647 324 5 -2.6667 4.000000 2.000000 2.000000
648 324 6 2.6667 4.010000 2.010000 2.010000
649 325 5 -2.6667 6.000000 0.000000 2.000000
650 325 6 2.6667 6.010000 0.010000 2.010000
651 326 1 2.0000 4.000000 0.000000 4.000000
652 326 2 -2.0000 4.010000 0.010000 4.010000
653 327 3 4.0000 6.000000 2.000000 6.000000
654 327 4 -4.0000 6.010000 2.010000 6.010000
655 328 5 -2.6667 6.000000 2.000000 4.000000
656 328 6 2.6667 6.010000 2.010000 4.010000
657 329 5 -2.6667 4.000000 2.000000 6.000000
658 329 6 2.6667 4.010000 2.010000 6.010000
659 330 5 -2.6667 6.000000 0.000000 6.000000
660 330 6 2.6667 6.010000 0.010000 6.010000
661 331 1 2.0000 4.000000 0.000000 8.000000
662 331 2 -2.0000 4.010000 0.010000 8.010000
663 332 3 4.0000 6.000000 2.000000 10.000000
664 332 4 -4.0000 6.010000 2.010000 10.010000
665 333 5 -2.6667 6.000000 2.000000 8.000000
666 333 6 2.6667 6.010000 2.010000 8.010000
667 334 5 -2.6667 4.000000 2.000000 10.000000
668 334 6 2.6667 4.010000 2.010000 10.010000
669 335 5 -2.6667 6.000000 0.000000 10.000000
670 335 6 2.6667 6.010000 0.010000 10.010000
671 336 1 2.0000 4.000000 0.000000 12.000000
672 336 2 -2.0000 4.010000 0.010000 12.010000
673 337 3 4.0000 6.000000 2.000000 14.000000
674 337 4 -4.0000 6.010000 2.010000 14.010000
675 338 5 -2.6667 6.000000 2.000000 12.000000
676 338 6 2.6667 6.010000 2.010000 12.010000
677 339 5 -2.6667 4.000000 2.000000 14.000000
678 339 6 2.6667 4.010000 2.010000 14.010000
679 340 5 -2.6667 6.000000 0.000000 14.000000
680 340 6 2.6667 6.010000 0.010000 14.010000
681 341 1 2.0000 4.000000 0.000000 16.000000
682 341 2 -2.0000 4.010000 0.010000 16.010000
683 342 3 4.0000 6.000000 2.000000 18.000000
684 342 4 -4.0000 6.010000 2.010000 18.010000
685 343 5 -2.6667 6.000000 2.000000 16.000000
686 343 6 2.6667 6.010000 2.010000 16.010000
687 344 5 -2.6667 4.000000 2.000000 18.000000
688 344 6 2.6667 4.010000 2.010000 18.010000
689 345 5 -2.6667 6.000000 0.000000 18.000000
690 345 6 2.6667 6.010000 0.010000 18.010000
691 346 1 2.0000 4.000000 0.000000 20.000000
692 346 2 -2.0000 4.010000 0.010000 20.010000
693 347 3 4.0000 6.000000 2.000000 22.000000
694 347 4 -4.0000 6.010000 2.010000 22.010000
695 348 5 -2.6667 6.000000 2.000000 20.000000
696 348 6 2.6667 6.010000 2.010000 20.010000
697 349 5 -2.6667 4.000000 2.000000 22.000000
698 349 6 2.6667 4.010000 2.010000 22.010000
699 350 5 -2.6667 6.000000 0.000000 22.000000
700 350 6 2.6667 6.010000 0.010000 22.010000
701 351 1 2.0000 4.000000 0.000000 24.000000
702 351 2 -2.0000 4.010000 0.010000 24.010000
703 352 3 4.0000 6.000000 2.000000 26.000000
704 352 4 -4.0000 6.010000 2.010000 26.010000
705 353 5 -2.6667 6.000000 2.000000 24.000000
706 353 6 2.6667 6.010000 2.010000 24.010000
707 354 5 -2.6667 4.000000 2.000000 26.000000
708 354 6 2.6667 4.010000 2.010000 26.010000
709 355 5 -2.6667 6.000000 0.000000 26.000000
710 355 6 2.6667 6.010000 0.010000 26.010000
711 356 1 2.0000 4.000000 0.000000 28.000000
712 356 2 -2.0000 4.010000 0.010000 28.010000
713 357 3 4.0000 6.000000 2.000000 30.000000
714 357 4 -4.0000 6.010000 2.010000 30.010000
715 358 5 -2.6667 6.000000 2.000000 28.000000
716 358 6 2.6667 6.010000 2.010000 28.010000
717 359 5 -2.6667 4.000000 2.000000 30.000000
718 359 6 2.6667 4.010000 2.010000 30.010000
719 360 5 -2.6667 6.000000 0.000000 30.000000
720 360 6 2.6667 6.010000 0.010000 30.010000
721 361 1 2.0000 4.000000 4.000000 0.000000
722 361 2 -2.0000 4.010000 4.010000 0.010000
723 362 3 4.0000 6.000000 6.000000 2.000000
724 362 4 -4.0000 6.010000 6.010000 2.010000
725 363 5 -2.6667 6.000000 6.000000 0.000000
726 363 6 2.6667 6.010000 6.010000 0.010000
727 364 5 -2.6667 4.000000 6.000000 2.000000
728 364 6 2.6667 4.010000 6.010000 2.010000
729 365 5 -2.6667 6.000000 4.000000 2.000000
730 365 6 2.6667 6.010000 4.010000 2.010000
731 366 1 2.0000 4.000000 4.000000 4.000000
732 366 2 -2.0000 4.010000 4.010000 4.010000
733 367 3 4.0000 6.000000 6.000000 6.000000
734 367 4 -4.0000 6.010000 6.010000 6.010000
735 368 5 -2.6667 6.000000 6.000000 4.000000
736 368 6 2.6667 6.010000 6.010000 4.010000
737 369 5 -2.6667 4.000000 6.000000 6.000000
738 369 6 2.6667 4.010000 6.010000 6.010000
739 370 5 -2.6667 6.000000 4.000000 6.000000
740 370 6 2.6667 6.010000 4.010000 6.010000
741 371 1 2.0000 4.000000 4.000000 8.000000
742 371 2 -2.0000 4.010000 4.010000 8.010000
743 372 3 4.0000 6.000000 6.000000 10.000000
744 372 4 -4.0000 6.010000 6.010000 10.010000
745 373 5 -2.6667 6.000000 6.000000 8.000000
746 373 6 2.6667 6.010000 6.010000 8.010000
747 374 5 -2.6667 4.000000 6.000000 10.000000
748 374 6 2.6667 4.010000 6.010000 10.010000
749 375 5 -2.6667 6.000000 4.000000 10.000000
750 375 6 2.6667 6.010000 4.010000 10.010000
751 376 1 2.0000 4.000000 4.000000 12.000000
752 376 2 -2.0000 4.010000 4.010000 12.010000
753 377 3 4.0000 6.000000 6.000000 14.000000
754 377 4 -4.0000 6.010000 6.010000 14.010000
755 378 5 -2.6667 6.000000 6.000000 12.000000
756 378 6 2.6667 6.010000 6.010000 12.010000
757 379 5 -2.6667 4.000000 6.000000 14.000000
758 379 6 2.6667 4.010000 6.010000 14.010000
759 380 5 -2.6667 6.000000 4.000000 14.000000
760 380 6 2.6667 6.010000 4.010000 14.010000
761 381 1 2.0000 4.000000 4.000000 16.000000
762 381 2 -2.0000 4.010000 4.010000 16.010000
763 382 3 4.0000 6.000000 6.000000 18.000000
764 382 4 -4.0000 6.010000 6.010000 18.010000
765 383 5 -2.6667 6.000000 6.000000 16.000000
766 383 6 2.6667 6.010000 6.010000 16.010000
767 384 5 -2.6667 4.000000 6.000000 18.000000
768 384 6 2.6667 4.010000 6.010000 18.010000
769 385 5 -2.6667 6.000000 4.000000 18.000000
770 385 6 2.6667 6.010000 4.010000 18.010000
771 386 1 2.0000 4.000000 4.000000 20.000000
772 386 2 -2.0000 4.010000 4.010000 20.010000
773 387 3 4.0000 6.000000 6.000000 22.000000
774 387 4 -4.0000 6.010000 6.010000 22.010000
775 388 5 -2.6667 6.000000 6.000000 20.000000
776 388 6 2.6667 6.010000 6.010000 20.010000
777 389 5 -2.6667 4.000000 6.000000 22.000000
778 389 6 2.6667 4.010000 6.010000 22.010000
779 390 5 -2.6667 6.000000 4.000000 22.000000
780 390 6 2.6667 6.010000 4.010000 22.010000
781 391 1 2.0000 4.000000 4.000000 24.000000
782 391 2 -2.0000 4.010000 4.010000 24.010000
783 392 3 4.0000 6.000000 6.000000 26.000000
784 392 4 -4.0000 6.010000 6.010000 26.010000
785 393 5 -2.6667 6.000000 6.000000 24.000000
786 393 6 2.6667 6.010000 6.010000 24.010000
787 394 5 -2.6667 4.000000 6.000000 26.000000
788 394 6 2.6667 4.010000 6.010000 26.010000
789 395 5 -2.6667 6.000000 4.000000 26.000000
790 395 6 2.6667 6.010000 4.010000 26.010000
791 396 1 2.0000 4.000000 4.000000 28.000000
792 396 2 -2.0000 4.010000 4.010000 28.010000
793 397 3 4.0000 6.000000 6.000000 30.000000
794 397 4 -4.0000 6.010000 6.010000 30.010000
795 398 5 -2.6667 6.000000 6.000000 28.000000
796 398 6 2.6667 6.010000 6.010000 28.010000
797 399 5 -2.6667 4.000000 6.000000 30.000000
798 399 6 2.6667 4.010000 6.010000 30.010000
799 400 5 -2.6667 6.000000 4.000000 30.000000
800 400 6 2.6667 6.010000 4.010000 30.010000
801 401 1 2.0000 4.000000 8.000000 0.000000
802 401 2 -2.0000 4.010000 8.010000 0.010000
803 402 3 4.0000 6.000000 10.000000 2.000000
804 402 4 -4.0000 6.010000 10.010000 2.010000
805 403 5 -2.6667 6.000000 10.000000 0.000000
806 403 6 2.6667 6.010000 10.010000 0.010000
807 404 5 -2.6667 4.000000 10.000000 2.000000
808 404 6 2.6667 4.010000 10.010000 2.010000
809 405 5 -2.6667 6.000000 8.000000 2.000000
810 405 6 2.6667 6.010000 8.010000 2.010000
811 406 1 2.0000 4.000000 8.000000 4.000000
812 406 2 -2.0000 4.010000 8.010000 4.010000
813 407 3 4.0000 6.000000 10.000000 6.000000
814 407 4 -4.0000 6.010000 10.010000 6.010000
815 408 5 -2.6667 6.000000 10.000000 4.000000
816 408 6 2.6667 6.010000 10.010000 4.010000
817 409 5 -2.6667 4.000000 10.000000 6.000000
818 409 6 2.6667 4.010000 10.010000 6.010000
819 410 5 -2.6667 6.000000 8.000000 6.000000
820 410 6 2.6667 6.010000 8.010000 6.010000
821 411 1 2.0000 4.000000 8.000000 8.000000
822 411 2 -2.0000 4.010000 8.010000 8.010000
823 412 3 4.0000 6.000000 10.000000 10.000000
824 412 4 -4.0000 6.010000 10.010000 10.010000
825 413 5 -2.6667 6.000000 10.000000 8.000000
826 413 6 2.6667 6.010000 10.010000 8.010000
827 414 5 -2.6667 4.000000 10.000000 10.000000
828 414 6 2.6667 4.010000 10.010000 10.010000
829 415 5 -2.6667 6.000000 8.000000 10.000000
830 415 6 2.6667 6.010000 8.010000 10.010000
831 416 1 2.0000 4.000000 8.000000 12.000000
832 416 2 -2.0000 4.010000 8.010000 12.010000
833 417 3 4.0000 6.000000 10.000000 14.000000
834 417 4 -4.0000 6.010000 10.010000 14.010000
835 418 5 -2.6667 6.000000 10.000000 12.000000
836 418 6 2.6667 6.010000 10.010000 12.010000
837 419 5 -2.6667 4.000000 10.000000 14.000000
838 419 6 2.6667 4.010000 10.010000 14.010000
839 420 5 -2.6667 6.000000 8.000000 14.000000
840 420 6 2.6667 6.010000 8.010000 14.010000
841 421 1 2.0000 4.000000 8.000000 16.000000
842 421 2 -2.0000 4.010000 8.010000 16.010000
843 422 3 4.0000 6.000000 10.000000 18.000000
844 422 4 -4.0000 6.010000 10.010000 18.010000
845 423 5 -2.6667 6.000000 10.000000 16.000000
846 423 6 2.6667 6.010000 10.010000 16.010000
847 424 5 -2.6667 4.000000 10.000000 18.000000
848 424 6 2.6667 4.010000 10.010000 18.010000
849 425 5 -2.6667 6.000000 8.000000 18.000000
850 425 6 2.6667 6.010000 8.010000 18.010000
851 426 1 2.0000 4.000000 8.000000 20.000000
852 426 2 -2.0000 4.010000 8.010000 20.010000
853 427 3 4.0000 6.000000 10.000000 22.000000
854 427 4 -4.0000 6.010000 10.010000 22.010000
855 428 5 -2.6667 6.000000 10.000000 20.000000
856 428 6 2.6667 6.010000 10.010000 20.010000
857 429 5 -2.6667 4.000000 10.000000 22.000000
858 429 6 2.6667 4.010000 10.010000 22.010000
859 430 5 -2.6667 6.000000 8.000000 22.000000
860 430 6 2.6667 6.010000 8.010000 22.010000
861 431 1 2.0000 4.000000 8.000000 24.000000
862 431 2 -2.0000 4.010000 8.010000 24.010000
863 432 3 4.0000 6.000000 10.000000 26.000000
864 432 4 -4.0000 6.010000 10.010000 26.010000
865 433 5 -2.6667 6.000000 10.000000 24.000000
866 433 6 2.6667 6.010000 10.010000 24.010000
867 434 5 -2.6667 4.000000 10.000000 26.000000
868 434 6 2.6667 4.010000 10.010000 26.010000
869 435 5 -2.6667 6.000000 8.000000 26.000000
870 435 6 2.6667 6.010000 8.010000 26.010000
871 436 1 2.0000 4.000000 8.000000 28.000000
872 436 2 -2.0000 4.010000 8.010000 28.010000
873 437 3 4.0000 6.000000 10.000000 30.000000
874 437 4 -4.0000 6.010000 10.010000 30.010000
875 438 5 -2.6667 6.000000 10.000000 28.000000
876 438 6 2.6667 6.010000 10.010000 28.010000
877 439 5 -2.6667 4.000000 10.000000 30.000000
878 439 6 2.6667 4.010000 10.010000 30.010000
879 440 5 -2.6667 6.000000 8.000000 30.000000
880 440 6 2.6667 6.010000 8.010000 30.010000
881 441 1 2.0000 4.000000 12.000000 0.000000
882 441 2 -2.0000 4.010000 12.010000 0.010000
883 442 3 4.0000 6.000000 14.000000 2.000000
884 442 4 -4.0000 6.010000 14.010000 2.010000
885 443 5 -2.6667 6.000000 14.000000 0.000000
886 443 6 2.6667 6.010000 14.010000 0.010000
887 444 5 -2.6667 4.000000 14.000000 2.000000
888 444 6 2.6667 4.010000 14.010000 2.010000
889 445 5 -2.6667 6.000000 12.000000 2.000000
890 445 6 2.6667 6.010000 12.010000 2.010000
891 446 1 2.0000 4.000000 12.000000 4.000000
892 446 2 -2.0000 4.010000 12.010000 4.010000
893 447 3 4.0000 6.000000 14.000000 6.000000
894 447 4 -4.0000 6.010000 14.010000 6.010000
895 448 5 -2.6667 6.000000 14.000000 4.000000
896 448 6 2.6667 6.010000 14.010000 4.010000
897 449 5 -2.6667 4.000000 14.000000 6.000000
898 449 6 2.6667 4.010000 14.010000 6.010000
899 450 5 -2.6667 6.000000 12.000000 6.000000
900 450 6 2.6667 6.010000 12.010000 6.010000
901 451 1 2.0000 4.000000 12.000000 8.000000
902 451 2 -2.0000 4.010000 12.010000 8.010000
903 452 3 4.0000 6.000000 14.000000 10.000000
904 452 4 -4.0000 6.010000 14.010000 10.010000
905 453 5 -2.6667 6.000000 14.000000 8.000000
906 453 6 2.6667 6.010000 14.010000 8.010000
907 454 5 -2.6667 4.000000 14.000000 10.000000
908 454 6 2.6667 4.010000 14.010000 10.010000
909 455 5 -2.6667 6.000000 12.000000 10.000000
910 455 6 2.6667 6.010000 12.010000 10.010000
911 456 1 2.0000 4.000000 12.000000 12.000000
912 456 2 -2.0000 4.010000 12.010000 12.010000
913 457 3 4.0000 6.000000 14.000000 14.000000
914 457 4 -4.0000 6.010000 14.010000 14.010000
915 458 5 -2.6667 6.000000 14.000000 12.000000
916 458 6 2.6667 6.010000 14.010000 12.010000
917 459 5 -2.6667 4.000000 14.000000 14.000000
918 459 6 2.6667 4.010000 14.010000 14.010000
919 460 5 -2.6667 6.000000 12.000000 14.000000
920 460 6 2.6667 6.010000 12.010000 14.010000
921 461 1 2.0000 4.000000 12.000000 16.000000
922 461 2 -2.0000 4.010000 12.010000 16.010000
923 462 3 4.0000 6.000000 14.000000 18.000000
924 462 4 -4.0000 6.010000 14.010000 18.010000
925 463 5 -2.6667 6.000000 14.000000 16.000000
926 463 6 2.6667 6.010000 14.010000 16.010000
927 464 5 -2.6667 4.000000 14.000000 18.000000
928 464 6 2.6667 4.010000 14.010000 18.010000
929 465 5 -2.6667 6.000000 12.000000 18.000000
930 465 6 2.6667 6.010000 12.010000 18.010000
931 466 1 2.0000 4.000000 12.000000 20.000000
932 466 2 -2.0000 4.010000 12.010000 20.010000
933 467 3 4.0000 6.000000 14.000000 22.000000
934 467 4 -4.0000 6.010000 14.010000 22.010000
935 468 5 -2.6667 6.000000 14.000000 20.000000
936 468 6 2.6667 6.010000 14.010000 20.010000
937 469 5 -2.6667 4.000000 14.000000 22.000000
938 469 6 2.6667 4.010000 14.010000 22.010000
939 470 5 -2.6667 6.000000 12.000000 22.000000
940 470 6 2.6667 6.010000 12.010000 22.010000
941 471 1 2.0000 4.000000 12.000000 24.000000
942 471 2 -2.0000 4.010000 12.010000 24.010000
943 472 3 4.0000 6.000000 14.000000 26.000000
944 472 4 -4.0000 6.010000 14.010000 26.010000
945 473 5 -2.6667 6.000000 14.000000 24.000000
946 473 6 2.6667 6.010000 14.010000 24.010000
947 474 5 -2.6667 4.000000 14.000000 26.000000
948 474 6 2.6667 4.010000 14.010000 26.010000
949 475 5 -2.6667 6.000000 12.000000 26.000000
950 475 6 2.6667 6.010000 12.010000 26.010000
951 476 1 2.0000 4.000000 12.000000 28.000000
952 476 2 -2.0000 4.010000 12.010000 28.010000
953 477 3 4.0000 6.000000 14.000000 30.000000
954 477 4 -4.0000 6.010000 14.010000 30.010000
955 478 5 -2.6667 6.000000 14.000000 28.000000
956 478 6 2.6667 6.010000 14.010000 28.010000
957 479 5 -2.6667 4.000000 14.000000 30.000000
958 479 6 2.6667 4.010000 14.010000 30.010000
959 480 5 -2.6667 6.000000 12.000000 30.000000
960 480 6 2.6667 6.010000 12.010000 30.010000
961 481 1 2.0000 4.000000 16.000000 0.000000
962 481 2 -2.0000 4.010000 16.010000 0.010000
963 482 3 4.0000 6.000000 18.000000 2.000000
964 482 4 -4.0000 6.010000 18.010000 2.010000
965 483 5 -2.6667 6.000000 18.000000 0.000000
966 483 6 2.6667 6.010000 18.010000 0.010000
967 484 5 -2.6667 4.000000 18.000000 2.000000
968 484 6 2.6667 4.010000 18.010000 2.010000
969 485 5 -2.6667 6.000000 16.000000 2.000000
970 485 6 2.6667 6.010000 16.010000 2.010000
971 486 1 2.0000 4.000000 16.000000 4.000000
972 486 2 -2.0000 4.010000 16.010000 4.010000
973 487 3 4.0000 6.000000 18.000000 6.000000
974 487 4 -4.0000 6.010000 18.010000 6.010000
975 488 5 -2.6667 6.000000 18.000000 4.000000
976 488 6 2.6667 6.010000 18.010000 4.010000
977 489 5 -2.6667 4.000000 18.000000 6.000000
978 489 6 2.6667 4.010000 18.010000 6.010000
979 490 5 -2.6667 6.000000 16.000000 6.000000
980 490 6 2.6667 6.010000 16.010000 6.010000
981 491 1 2.0000 4.000000 16.000000 8.000000
982 491 2 -2.0000 4.010000 16.010000 8.010000
983 492 3 4.0000 6.000000 18.000000 10.000000
