(written by ASE)

10000 atoms
1 atom types

0.0                      40  xlo xhi
0.0                      40  ylo yhi
0.0                      40  zlo zhi

Atoms # full

     1   0   1 5.042                       0                       0                       0
     2   0   1 -2.87    0.050000000000000003                       0                       0
     3   0   1 4.616                       2                       2                       2
     4   0   1 -1.544      2.0499999999999998                       2                       2
     5   0   1  0.97                       2                       2                       0
     6   0   1 -2.718      2.0499999999999998                       2                       0
     7   0   1  0.97                       2                       0                       2
     8   0   1 -2.718      2.0499999999999998                       0                       2
     9   0   1  0.97                       0                       2                       2
    10   0   1 -2.718    0.050000000000000003                       2                       2
    11   0   1 5.042                       0                       0                       4
    12   0   1 -2.87    0.050000000000000003                       0                       4
    13   0   1 4.616                       2                       2      6.0000000000000009
    14   0   1 -1.544      2.0499999999999998                       2      6.0000000000000009
    15   0   1  0.97                       2                       2                       4
    16   0   1 -2.718      2.0499999999999998                       2                       4
    17   0   1  0.97                       2                       0      6.0000000000000009
    18   0   1 -2.718      2.0499999999999998                       0      6.0000000000000009
    19   0   1  0.97                       0                       2      6.0000000000000009
    20   0   1 -2.718    0.050000000000000003                       2      6.0000000000000009
    21   0   1 5.042                       0                       0                       8
    22   0   1 -2.87    0.050000000000000003                       0                       8
    23   0   1 4.616                       2                       2                      10
    24   0   1 -1.544      2.0499999999999998                       2                      10
    25   0   1  0.97                       2                       2                       8
    26   0   1 -2.718      2.0499999999999998                       2                       8
    27   0   1  0.97                       2                       0                      10
    28   0   1 -2.718      2.0499999999999998                       0                      10
    29   0   1  0.97                       0                       2                      10
    30   0   1 -2.718    0.050000000000000003                       2                      10
    31   0   1 5.042                       0                       0      12.000000000000002
    32   0   1 -2.87    0.050000000000000003                       0      12.000000000000002
    33   0   1 4.616                       2                       2      14.000000000000004
    34   0   1 -1.544      2.0499999999999998                       2      14.000000000000004
    35   0   1  0.97                       2                       2      12.000000000000002
    36   0   1 -2.718      2.0499999999999998                       2      12.000000000000002
    37   0   1  0.97                       2                       0      14.000000000000004
    38   0   1 -2.718      2.0499999999999998                       0      14.000000000000004
    39   0   1  0.97                       0                       2      14.000000000000004
    40   0   1 -2.718    0.050000000000000003                       2      14.000000000000004
    41   0   1 5.042                       0                       0                      16
