LAMMPS data file for GaN core-shell model

1000 atoms
500 bonds
4 atom types
1 bond types

0.0 15.9450 xlo xhi
0.0 27.6176 ylo yhi
0.0 25.9250 zlo zhi

Masses

1 69.723
2 1.0
3 14.007
4 1.0

Atoms

1 1 3.0000 0.0000 0.0000 0.0000
2 2 0.0000 0.0200 0.0000 0.0000
3 1 3.0000 1.0630 3.6823 2.5925
4 2 0.0000 1.0830 3.6823 2.5925
5 3 -3.0000 0.0000 0.0000 1.9547
6 4 0.0000 0.0200 0.0000 1.9547
7 3 -3.0000 1.0630 3.6823 4.5472
8 4 0.0000 1.0830 3.6823 4.5472
9 1 3.0000 0.0000 0.0000 5.1850
10 2 0.0000 0.0200 0.0000 5.1850
11 1 3.0000 1.0630 3.6823 7.7775
12 2 0.0000 1.0830 3.6823 7.7775
13 3 -3.0000 0.0000 0.0000 7.1397
14 4 0.0000 0.0200 0.0000 7.1397
15 3 -3.0000 1.0630 3.6823 9.7322
16 4 0.0000 1.0830 3.6823 9.7322
17 1 3.0000 0.0000 0.0000 10.3700
18 2 0.0000 0.0200 0.0000 10.3700
19 1 3.0000 1.0630 3.6823 12.9625
20 2 0.0000 1.0830 3.6823 12.9625
21 3 -3.0000 0.0000 0.0000 12.3247
22 4 0.0000 0.0200 0.0000 12.3247
23 3 -3.0000 1.0630 3.6823 14.9172
24 4 0.0000 1.0830 3.6823 14.9172
25 1 3.0000 0.0000 0.0000 15.5550
26 2 0.0000 0.0200 0.0000 15.5550
27 1 3.0000 1.0630 3.6823 18.1475
28 2 0.0000 1.0830 3.6823 18.1475
29 3 -3.0000 0.0000 0.0000 17.5097
30 4 0.0000 0.0200 0.0000 17.5097
31 3 -3.0000 1.0630 3.6823 20.1022
32 4 0.0000 1.0830 3.6823 20.1022
33 1 3.0000 0.0000 0.0000 20.7400
34 2 0.0000 0.0200 0.0000 20.7400
35 1 3.0000 1.0630 3.6823 23.3325
36 2 0.0000 1.0830 3.6823 23.3325
37 3 -3.0000 0.0000 0.0000 22.6947
38 4 0.0000 0.0200 0.0000 22.6947
39 3 -3.0000 1.0630 3.6823 25.2872
40 4 0.0000 1.0830 3.6823 25.2872
41 1 3.0000 0.0000 5.5235 0.0000
42 2 0.0000 0.0200 5.5235 0.0000
43 1 3.0000 1.0630 9.2059 2.5925
44 2 0.0000 1.0830 9.2059 2.5925
45 3 -3.0000 0.0000 5.5235 1.9547
46 4 0.0000 0.0200 5.5235 1.9547
47 3 -3.0000 1.0630 9.2059 4.5472
48 4 0.0000 1.0830 9.2059 4.5472
49 1 3.0000 0.0000 5.5235 5.1850
50 2 0.0000 0.0200 5.5235 5.1850
51 1 3.0000 1.0630 9.2059 7.7775
52 2 0.0000 1.0830 9.2059 7.7775
53 3 -3.0000 0.0000 5.5235 7.1397
54 4 0.0000 0.0200 5.5235 7.1397
55 3 -3.0000 1.0630 9.2059 9.7322
56 4 0.0000 1.0830 9.2059 9.7322
57 1 3.0000 0.0000 5.5235 10.3700
58 2 0.0000 0.0200 5.5235 10.3700
59 1 3.0000 1.0630 9.2059 12.9625
60 2 0.0000 1.0830 9.2059 12.9625
61 3 -3.0000 0.0000 5.5235 12.3247
62 4 0.0000 0.0200 5.5235 12.3247
63 3 -3.0000 1.0630 9.2059 14.9172
64 4 0.0000 1.0830 9.2059 14.9172
65 1 3.0000 0.0000 5.5235 15.5550
66 2 0.0000 0.0200 5.5235 15.5550
67 1 3.0000 1.0630 9.2059 18.1475
68 2 0.0000 1.0830 9.2059 18.1475
69 3 -3.0000 0.0000 5.5235 17.5097
70 4 0.0000 0.0200 5.5235 17.5097
71 3 -3.0000 1.0630 9.2059 20.1022
72 4 0.0000 1.0830 9.2059 20.1022
73 1 3.0000 0.0000 5.5235 20.7400
74 2 0.0000 0.0200 5.5235 20.7400
75 1 3.0000 1.0630 9.2059 23.3325
76 2 0.0000 1.0830 9.2059 23.3325
77 3 -3.0000 0.0000 5.5235 22.6947
78 4 0.0000 0.0200 5.5235 22.6947
79 3 -3.0000 1.0630 9.2059 25.2872
80 4 0.0000 1.0830 9.2059 25.2872
81 1 3.0000 0.0000 11.0470 0.0000
82 2 0.0000 0.0200 11.0470 0.0000
83 1 3.0000 1.0630 14.7294 2.5925
84 2 0.0000 1.0830 14.7294 2.5925
85 3 -3.0000 0.0000 11.0470 1.9547
86 4 0.0000 0.0200 11.0470 1.9547
87 3 -3.0000 1.0630 14.7294 4.5472
88 4 0.0000 1.0830 14.7294 4.5472
89 1 3.0000 0.0000 11.0470 5.1850
90 2 0.0000 0.0200 11.0470 5.1850
91 1 3.0000 1.0630 14.7294 7.7775
92 2 0.0000 1.0830 14.7294 7.7775
93 3 -3.0000 0.0000 11.0470 7.1397
94 4 0.0000 0.0200 11.0470 7.1397
95 3 -3.0000 1.0630 14.7294 9.7322
96 4 0.0000 1.0830 14.7294 9.7322
97 1 3.0000 0.0000 11.0470 10.3700
98 2 0.0000 0.0200 11.0470 10.3700
99 1 3.0000 1.0630 14.7294 12.9625
100 2 0.0000 1.0830 14.7294 12.9625
101 3 -3.0000 0.0000 11.0470 12.3247
102 4 0.0000 0.0200 11.0470 12.3247
103 3 -3.0000 1.0630 14.7294 14.9172
104 4 0.0000 1.0830 14.7294 14.9172
105 1 3.0000 0.0000 11.0470 15.5550
106 2 0.0000 0.0200 11.0470 15.5550
107 1 3.0000 1.0630 14.7294 18.1475
108 2 0.0000 1.0830 14.7294 18.1475
109 3 -3.0000 0.0000 11.0470 17.5097
110 4 0.0000 0.0200 11.0470 17.5097
111 3 -3.0000 1.0630 14.7294 20.1022
112 4 0.0000 1.0830 14.7294 20.1022
113 1 3.0000 0.0000 11.0470 20.7400
114 2 0.0000 0.0200 11.0470 20.7400
115 1 3.0000 1.0630 14.7294 23.3325
116 2 0.0000 1.0830 14.7294 23.3325
117 3 -3.0000 0.0000 11.0470 22.6947
118 4 0.0000 0.0200 11.0470 22.6947
119 3 -3.0000 1.0630 14.7294 25.2872
120 4 0.0000 1.0830 14.7294 25.2872
121 1 3.0000 0.0000 16.5705 0.0000
122 2 0.0000 0.0200 16.5705 0.0000
123 1 3.0000 1.0630 20.2529 2.5925
124 2 0.0000 1.0830 20.2529 2.5925
125 3 -3.0000 0.0000 16.5705 1.9547
126 4 0.0000 0.0200 16.5705 1.9547
127 3 -3.0000 1.0630 20.2529 4.5472
128 4 0.0000 1.0830 20.2529 4.5472
129 1 3.0000 0.0000 16.5705 5.1850
130 2 0.0000 0.0200 16.5705 5.1850
131 1 3.0000 1.0630 20.2529 7.7775
132 2 0.0000 1.0830 20.2529 7.7775
133 3 -3.0000 0.0000 16.5705 7.1397
134 4 0.0000 0.0200 16.5705 7.1397
135 3 -3.0000 1.0630 20.2529 9.7322
136 4 0.0000 1.0830 20.2529 9.7322
137 1 3.0000 0.0000 16.5705 10.3700
138 2 0.0000 0.0200 16.5705 10.3700
139 1 3.0000 1.0630 20.2529 12.9625
140 2 0.0000 1.0830 20.2529 12.9625
141 3 -3.0000 0.0000 16.5705 12.3247
142 4 0.0000 0.0200 16.5705 12.3247
143 3 -3.0000 1.0630 20.2529 14.9172
144 4 0.0000 1.0830 20.2529 14.9172
